,d_spell,f_spell,champion,side,assists,damage_objectives,damage_building,damage_turrets,deaths,kda,kills,level,time_cc,damage_taken,turret_kills,vision_score,damage_total,gold_earned,role,minions_killed
590,,12.0,Galio,Side.blue,4.0,,3851.0,3851.0,0.0,9.0,5.0,11.0,13.0,6836.0,0.0,8.0,63042,7458,Other,Many
591,,4.0,Nocturne,Side.blue,,0.0,33868.0,,7.0,3.2857142857142856,14.0,16.0,252.0,39437.0,1.0,27.0,212580,15445,TopLane_Jungle,Few
592,11.0,4.0,,Side.red,10.0,0.0,32403.0,0.0,3.0,5.666666666666668,7.0,14.0,147.0,24459.0,1.0,27.0,138051,10406,TopLane_Jungle,Few
593,14.0,4.0,Rakan,Side.red,17.0,539.0,4375.0,,5.0,4.6,6.0,13.0,22.0,14695.0,0.0,83.0,24549,8952,Other,Few
594,12.0,4.0,Sylas,Side.blue,0.0,135.0,,135.0,4.0,0.75,3.0,10.0,16.0,12356.0,0.0,11.0,52030,6696,Other,Many
595,12.0,4.0,Sylas,Side.red,8.0,2378.0,3989.0,2378.0,10.0,1.3,5.0,16.0,28.0,30932.0,2.0,,160876,12375,Other,Many
596,14.0,4.0,Maokai,Side.red,7.0,0.0,,0.0,6.0,1.3333333333333333,1.0,8.0,,10725.0,0.0,16.0,16553,4227,Other,Few
597,11.0,4.0,Talon,Side.red,3.0,,12371.0,0.0,6.0,1.0,3.0,12.0,1.0,20276.0,0.0,25.0,135996,8163,TopLane_Jungle,Few
598,14.0,12.0,Katarina,,5.0,1592.0,1592.0,,9.0,1.5555555555555556,9.0,16.0,0.0,22113.0,1.0,22.0,139710,12229,Other,Many
599,4.0,14.0,Taliyah,Side.red,9.0,2755.0,6825.0,2755.0,5.0,2.6,4.0,14.0,16.0,16765.0,0.0,21.0,108922,10084,Other,Many
600,4.0,12.0,Graves,Side.blue,1.0,3135.0,6622.0,3135.0,4.0,0.5,1.0,13.0,13.0,15804.0,1.0,12.0,121614,8202,TopLane_Jungle,Many
601,12.0,4.0,Aatrox,Side.red,5.0,492.0,2704.0,492.0,10.0,0.8,3.0,12.0,17.0,,0.0,16.0,78118,7415,Other,Many
602,6.0,4.0,,Side.blue,1.0,1513.0,3721.0,1513.0,1.0,2.0,1.0,11.0,5.0,9474.0,0.0,17.0,68496,6409,TopLane_Jungle,Many
603,12.0,4.0,Gangplank,Side.red,,823.0,2303.0,823.0,5.0,2.2,3.0,12.0,6.0,13561.0,1.0,,84292,8372,Other,Many
604,4.0,12.0,,Side.red,9.0,2426.0,8496.0,2426.0,8.0,1.125,0.0,14.0,16.0,30693.0,0.0,27.0,119307,9659,TopLane_Jungle,Many
605,14.0,4.0,Maokai,Side.blue,3.0,0.0,46.0,0.0,,0.8333333333333334,2.0,9.0,49.0,12276.0,0.0,23.0,26193,5332,Other,Few
606,14.0,12.0,Akali,Side.red,16.0,1605.0,1686.0,1605.0,6.0,4.0,,17.0,2.0,35475.0,2.0,15.0,132534,12530,TopLane_Jungle,Many
607,4.0,14.0,Yone,Side.red,10.0,101.0,9093.0,101.0,,1.7777777777777777,6.0,16.0,22.0,26212.0,0.0,26.0,173572,12940,Other,Many
608,14.0,4.0,Galio,Side.blue,25.0,2677.0,3130.0,2677.0,10.0,2.5,0.0,16.0,50.0,35990.0,0.0,85.0,39023,11116,Other,Few
609,4.0,11.0,Viego,Side.red,7.0,1971.0,30741.0,1971.0,0.0,15.0,8.0,13.0,10.0,20266.0,2.0,32.0,151564,10843,TopLane_Jungle,Few
610,3.0,4.0,Zyra,Side.blue,18.0,,3426.0,951.0,1.0,20.0,2.0,11.0,33.0,11066.0,1.0,46.0,24488,7305,Other,Few
611,3.0,4.0,Zyra,Side.blue,18.0,400.0,6034.0,400.0,7.0,2.8571428571428568,2.0,13.0,69.0,29528.0,0.0,99.0,35702,9449,Other,Few
612,12.0,4.0,Galio,Side.red,9.0,,3795.0,3795.0,0.0,14.0,5.0,11.0,16.0,10073.0,2.0,11.0,65080,7503,Other,Many
613,12.0,4.0,Viktor,Side.red,9.0,1419.0,3793.0,1419.0,4.0,2.5,1.0,16.0,22.0,17134.0,,24.0,136385,10764,Other,Many
614,6.0,12.0,Gwen,Side.blue,3.0,5493.0,12705.0,5493.0,1.0,,12.0,17.0,8.0,29705.0,3.0,23.0,158578,14820,TopLane_Jungle,Many
615,7.0,4.0,Aphelios,Side.red,3.0,5290.0,12151.0,5290.0,5.0,2.6,10.0,14.0,10.0,18795.0,1.0,,140823,12900,Other,Many
616,7.0,4.0,Jinx,Side.red,5.0,13522.0,13522.0,13522.0,2.0,5.5,6.0,11.0,5.0,9141.0,4.0,17.0,85633,10349,Other,Many
617,11.0,4.0,,Side.blue,14.0,778.0,16562.0,778.0,2.0,10.0,6.0,15.0,28.0,28615.0,0.0,40.0,120380,11135,TopLane_Jungle,Few
618,6.0,,Tryndamere,Side.red,1.0,1075.0,1075.0,1075.0,5.0,0.6,2.0,13.0,8.0,26219.0,,10.0,83234,7113,Other,Many
619,4.0,14.0,Leona,Side.red,12.0,0.0,0.0,0.0,7.0,2.142857142857143,3.0,11.0,54.0,20406.0,0.0,62.0,16426,7206,Other,Few
620,14.0,4.0,Thresh,Side.red,11.0,951.0,1679.0,951.0,5.0,2.4,1.0,12.0,22.0,11423.0,1.0,28.0,19746,7032,Other,Few
621,4.0,3.0,Samira,,8.0,1901.0,3950.0,1901.0,12.0,0.9166666666666666,3.0,12.0,2.0,22452.0,0.0,16.0,77431,8502,Other,Many
622,7.0,4.0,Vayne,Side.blue,8.0,11676.0,13407.0,11676.0,0.0,17.0,9.0,14.0,5.0,11011.0,6.0,20.0,156314,13079,Other,Many
623,14.0,4.0,Vex,Side.red,2.0,185.0,185.0,185.0,6.0,1.0,4.0,8.0,22.0,10759.0,0.0,24.0,20363,5531,Other,Few
624,14.0,4.0,,Side.blue,4.0,0.0,0.0,0.0,8.0,1.125,5.0,12.0,37.0,13559.0,0.0,43.0,36547,8690,Other,Few
625,12.0,4.0,Kled,Side.red,14.0,7078.0,17639.0,7078.0,3.0,7.333333333333332,8.0,15.0,13.0,38711.0,2.0,21.0,144366,13633,TopLane_Jungle,Many
626,4.0,14.0,Rakan,Side.red,15.0,0.0,640.0,0.0,8.0,2.0,1.0,14.0,,23312.0,0.0,96.0,19016,8394,Other,Few
627,1.0,4.0,Samira,,6.0,7453.0,7453.0,,6.0,2.833333333333333,,14.0,5.0,18230.0,3.0,24.0,103468,13040,Other,Many
628,12.0,4.0,Ryze,Side.red,15.0,1844.0,12817.0,1844.0,8.0,2.625,6.0,16.0,36.0,24683.0,1.0,40.0,187270,13017,Other,Many
629,4.0,14.0,Leona,Side.red,11.0,0.0,370.0,0.0,10.0,1.1,0.0,13.0,55.0,24324.0,0.0,74.0,21690,7461,Other,Few
630,11.0,4.0,RekSai,Side.red,8.0,1698.0,31388.0,1698.0,9.0,1.8888888888888888,9.0,14.0,21.0,26664.0,0.0,29.0,123508,11563,TopLane_Jungle,Few
631,12.0,4.0,Akshan,Side.red,3.0,543.0,4729.0,543.0,6.0,2.333333333333333,11.0,15.0,3.0,19419.0,0.0,13.0,123422,12466,Other,Many
632,14.0,4.0,Alistar,Side.blue,19.0,2083.0,2083.0,2083.0,5.0,4.2,2.0,12.0,65.0,,0.0,33.0,19976,8217,Other,Few
633,12.0,4.0,Jayce,Side.red,7.0,2798.0,6144.0,2798.0,11.0,1.2727272727272727,7.0,16.0,6.0,24341.0,0.0,33.0,134757,13197,TopLane_Jungle,Many
634,12.0,4.0,Renekton,Side.blue,0.0,0.0,138.0,0.0,3.0,0.0,0.0,9.0,3.0,11040.0,0.0,10.0,34157,4040,TopLane_Jungle,Few
635,12.0,4.0,Leblanc,Side.red,2.0,231.0,231.0,231.0,4.0,,0.0,11.0,12.0,12240.0,0.0,11.0,39951,5422,Other,Many
636,12.0,4.0,Irelia,Side.red,6.0,2475.0,4652.0,2475.0,14.0,0.5714285714285714,2.0,16.0,11.0,39685.0,1.0,23.0,180736,12494,Other,Many
637,11.0,6.0,Hecarim,Side.blue,3.0,153.0,5401.0,153.0,6.0,,4.0,9.0,6.0,17612.0,0.0,7.0,66907,7016,TopLane_Jungle,Few
638,14.0,4.0,Rakan,Side.red,12.0,0.0,398.0,0.0,8.0,1.625,1.0,11.0,25.0,18228.0,0.0,,14820,6413,Other,Few
639,4.0,12.0,Ryze,Side.red,1.0,281.0,2272.0,281.0,10.0,0.2,1.0,12.0,18.0,20361.0,0.0,13.0,90268,6311,TopLane_Jungle,Many
640,14.0,4.0,Sylas,Side.red,6.0,39.0,39.0,39.0,2.0,4.5,3.0,8.0,,9057.0,0.0,23.0,20326,5136,Other,Few
641,4.0,11.0,Nidalee,Side.red,10.0,4577.0,28485.0,4577.0,5.0,2.6,3.0,14.0,2.0,25119.0,3.0,32.0,149480,9834,TopLane_Jungle,Few
642,1.0,4.0,Jhin,Side.red,6.0,340.0,534.0,340.0,,1.5714285714285714,5.0,11.0,20.0,15786.0,0.0,21.0,75481,8353,Other,Many
643,4.0,12.0,Gragas,Side.blue,10.0,3194.0,3623.0,3194.0,2.0,8.0,6.0,15.0,62.0,20211.0,1.0,20.0,122700,11317,TopLane_Jungle,Many
644,4.0,11.0,Talon,Side.red,7.0,1583.0,34179.0,1583.0,11.0,2.1818181818181817,17.0,18.0,17.0,45163.0,1.0,47.0,279579,21265,TopLane_Jungle,Few
645,12.0,4.0,Corki,Side.red,7.0,1560.0,3698.0,1560.0,3.0,3.0,2.0,11.0,0.0,7971.0,0.0,16.0,58643,6716,Other,Many
646,4.0,7.0,Xayah,Side.blue,10.0,4882.0,11076.0,4882.0,6.0,4.166666666666667,15.0,15.0,22.0,21095.0,1.0,28.0,192794,16091,Other,Many
647,3.0,4.0,Cassiopeia,Side.red,5.0,2254.0,8229.0,2254.0,0.0,14.0,9.0,13.0,19.0,13704.0,1.0,13.0,95127,9574,Other,Many
648,14.0,4.0,Yone,Side.red,4.0,9457.0,19826.0,9457.0,2.0,5.5,7.0,18.0,13.0,19384.0,4.0,22.0,228772,16102,Other,Many
649,14.0,4.0,Yone,Side.blue,7.0,1304.0,3544.0,1304.0,4.0,3.75,8.0,15.0,14.0,16601.0,0.0,12.0,133631,11879,Other,Many
650,4.0,12.0,Akshan,Side.red,3.0,3785.0,5288.0,3785.0,11.0,0.5454545454545454,3.0,14.0,0.0,20158.0,,23.0,111915,9327,TopLane_Jungle,Many
651,11.0,4.0,Gragas,Side.blue,5.0,0.0,1259.0,0.0,,1.0,1.0,9.0,18.0,15099.0,0.0,15.0,59190,5075,TopLane_Jungle,Few
652,12.0,4.0,,,2.0,2399.0,4107.0,2399.0,10.0,0.2,0.0,12.0,0.0,15002.0,0.0,22.0,81586,7138,TopLane_Jungle,Many
653,4.0,12.0,Ryze,Side.blue,7.0,1488.0,14182.0,1488.0,2.0,4.5,2.0,14.0,15.0,17037.0,0.0,16.0,123330,9988,Other,Many
654,4.0,1.0,Caitlyn,Side.blue,4.0,720.0,2189.0,720.0,9.0,1.0,5.0,11.0,4.0,19546.0,0.0,12.0,101629,9551,Other,Many
655,11.0,4.0,Qiyana,Side.red,3.0,808.0,29904.0,808.0,5.0,3.0,12.0,14.0,15.0,21849.0,1.0,21.0,159277,11838,TopLane_Jungle,Few
656,14.0,4.0,Rakan,Side.red,10.0,244.0,244.0,244.0,5.0,2.4,2.0,9.0,,9597.0,0.0,39.0,12407,5463,Other,Few
657,,1.0,Jinx,Side.blue,1.0,664.0,1111.0,664.0,6.0,0.6666666666666666,3.0,,14.0,9166.0,0.0,11.0,42650,6006,Other,Many
658,4.0,,LeeSin,Side.blue,16.0,,15569.0,2451.0,6.0,3.5,5.0,16.0,27.0,36978.0,0.0,31.0,180983,13217,TopLane_Jungle,Few
659,12.0,14.0,Akali,Side.red,9.0,2840.0,11358.0,2840.0,3.0,8.333333333333334,16.0,18.0,2.0,26691.0,2.0,34.0,179443,16961,Other,Many
660,12.0,4.0,Renekton,Side.red,2.0,0.0,1062.0,0.0,4.0,1.5,4.0,,8.0,12711.0,0.0,,54834,6250,TopLane_Jungle,Many
661,12.0,4.0,Yone,Side.red,6.0,7680.0,18732.0,7680.0,3.0,8.0,18.0,14.0,25.0,15686.0,4.0,13.0,164166,14992,TopLane_Jungle,Many
662,14.0,4.0,Nautilus,Side.blue,17.0,54.0,1015.0,54.0,8.0,2.25,1.0,12.0,53.0,16530.0,0.0,54.0,18024,6974,Other,Few
663,11.0,,LeeSin,Side.blue,11.0,584.0,34558.0,584.0,6.0,2.333333333333333,3.0,13.0,13.0,32691.0,2.0,29.0,123024,9184,TopLane_Jungle,Few
664,14.0,4.0,Sett,Side.blue,13.0,2175.0,6141.0,2175.0,5.0,2.6,0.0,10.0,,13631.0,0.0,,30078,6584,Other,Few
665,11.0,4.0,LeeSin,Side.blue,7.0,77.0,16257.0,77.0,5.0,3.8,12.0,15.0,,36010.0,0.0,33.0,130215,11984,TopLane_Jungle,Few
666,4.0,12.0,Sett,Side.red,5.0,8307.0,11066.0,8307.0,6.0,1.3333333333333333,3.0,15.0,18.0,21586.0,1.0,22.0,96867,10773,TopLane_Jungle,Many
667,1.0,4.0,Samira,Side.blue,,11943.0,66115.0,11943.0,7.0,5.0,17.0,18.0,12.0,42140.0,4.0,73.0,457832,26163,Other,Many
668,1.0,4.0,Zoe,Side.blue,3.0,1620.0,5680.0,1620.0,2.0,2.5,2.0,15.0,20.0,17696.0,0.0,33.0,146480,10886,Other,Many
669,3.0,4.0,Xerath,Side.red,17.0,0.0,272.0,0.0,8.0,2.375,2.0,13.0,32.0,15120.0,0.0,80.0,62255,10208,Other,Few
670,14.0,4.0,,Side.red,12.0,841.0,1012.0,841.0,6.0,2.333333333333333,2.0,12.0,21.0,13854.0,0.0,65.0,10887,8391,Other,Few
671,1.0,4.0,Kaisa,Side.blue,2.0,1391.0,2080.0,1391.0,6.0,1.5,7.0,10.0,1.0,,,9.0,75026,8494,Other,Many
672,14.0,4.0,Karma,Side.blue,16.0,,310.0,310.0,8.0,2.25,2.0,12.0,31.0,21798.0,1.0,61.0,34665,8797,Other,Few
673,14.0,4.0,Zed,Side.red,5.0,,2419.0,2419.0,4.0,3.5,9.0,14.0,6.0,12096.0,1.0,23.0,95990,10834,Other,Many
674,12.0,4.0,Yone,Side.red,5.0,0.0,235.0,0.0,,1.0,5.0,14.0,12.0,,0.0,22.0,96263,10573,TopLane_Jungle,Many
675,4.0,14.0,Nautilus,Side.red,8.0,0.0,0.0,0.0,9.0,1.0,1.0,12.0,73.0,17603.0,0.0,50.0,24299,6349,Other,Few
676,4.0,11.0,Zed,Side.red,6.0,1928.0,17451.0,1928.0,2.0,12.5,,17.0,7.0,25957.0,2.0,41.0,177132,16314,TopLane_Jungle,Few
677,11.0,4.0,XinZhao,Side.red,4.0,35.0,18797.0,35.0,1.0,14.0,10.0,11.0,,12851.0,0.0,13.0,93141,8738,TopLane_Jungle,Few
678,12.0,4.0,Leblanc,Side.red,6.0,580.0,2015.0,580.0,,7.0,8.0,16.0,10.0,18237.0,0.0,47.0,116714,12615,Other,Many
679,,4.0,Jayce,Side.red,2.0,9915.0,17877.0,,9.0,1.3333333333333333,10.0,,11.0,20372.0,3.0,11.0,132407,12925,TopLane_Jungle,Many
680,14.0,12.0,Gwen,Side.red,5.0,1320.0,3154.0,1320.0,10.0,1.4,9.0,15.0,8.0,41301.0,1.0,45.0,125495,12647,TopLane_Jungle,Many
681,4.0,12.0,Renekton,Side.blue,4.0,210.0,5517.0,210.0,7.0,0.5714285714285714,0.0,16.0,17.0,27067.0,0.0,22.0,109477,9437,TopLane_Jungle,Many
682,1.0,4.0,Jinx,Side.red,11.0,5381.0,10959.0,5381.0,4.0,4.5,7.0,,11.0,14404.0,2.0,,113661,11132,Other,Many
683,11.0,4.0,Nidalee,Side.blue,5.0,852.0,25152.0,852.0,4.0,3.75,10.0,14.0,4.0,25201.0,0.0,41.0,150838,12123,TopLane_Jungle,Few
684,4.0,14.0,Jax,Side.blue,,6391.0,25696.0,6391.0,7.0,1.8571428571428568,9.0,18.0,20.0,35362.0,1.0,,246715,16526,TopLane_Jungle,Many
685,12.0,4.0,Vex,Side.red,4.0,1135.0,1824.0,,6.0,1.1666666666666667,3.0,14.0,16.0,15377.0,0.0,20.0,104692,9020,Other,Many
686,12.0,4.0,Malphite,Side.red,12.0,2559.0,6773.0,2559.0,2.0,9.5,7.0,16.0,30.0,16148.0,2.0,30.0,97733,10928,TopLane_Jungle,Many
687,12.0,4.0,Gragas,Side.blue,10.0,571.0,835.0,571.0,8.0,1.625,3.0,16.0,41.0,31799.0,0.0,11.0,113062,10259,TopLane_Jungle,Many
688,4.0,7.0,Jhin,Side.red,0.0,0.0,1966.0,0.0,8.0,0.25,2.0,8.0,7.0,12189.0,0.0,6.0,42162,5245,Other,Few
689,14.0,4.0,Blitzcrank,,12.0,0.0,0.0,0.0,,1.75,2.0,12.0,28.0,21358.0,0.0,,22810,7215,Other,Few
690,12.0,4.0,Corki,Side.red,4.0,0.0,7985.0,0.0,8.0,,7.0,14.0,2.0,,0.0,16.0,133415,12022,Other,Many
691,6.0,12.0,,Side.red,7.0,683.0,1757.0,683.0,7.0,1.1428571428571428,1.0,10.0,15.0,15955.0,0.0,23.0,38161,6083,TopLane_Jungle,Few
692,11.0,4.0,Ekko,Side.red,5.0,0.0,1948.0,0.0,5.0,2.2,6.0,12.0,17.0,19185.0,0.0,30.0,101769,8448,TopLane_Jungle,Few
693,11.0,6.0,Hecarim,Side.blue,2.0,283.0,20671.0,283.0,1.0,5.0,3.0,11.0,7.0,15193.0,1.0,14.0,110791,6683,TopLane_Jungle,Few
694,6.0,12.0,Taric,Side.blue,14.0,1891.0,13749.0,1891.0,4.0,5.0,6.0,13.0,,21635.0,2.0,13.0,79146,10270,TopLane_Jungle,Many
695,4.0,12.0,Akshan,Side.red,5.0,2475.0,8112.0,2475.0,4.0,3.0,7.0,14.0,3.0,20818.0,,31.0,116013,10874,TopLane_Jungle,Many
696,4.0,12.0,Viktor,Side.red,14.0,5200.0,9490.0,5200.0,5.0,4.0,6.0,16.0,15.0,14542.0,1.0,,160376,13060,Other,Many
697,14.0,4.0,Qiyana,Side.blue,6.0,1326.0,2975.0,1326.0,6.0,2.1666666666666665,7.0,,22.0,17320.0,0.0,20.0,101070,9576,Other,Many
698,14.0,4.0,Kaisa,Side.blue,5.0,2027.0,14026.0,2027.0,1.0,12.0,7.0,14.0,,8432.0,2.0,27.0,119115,11049,Other,Many
699,14.0,4.0,Vex,Side.red,10.0,0.0,1253.0,0.0,10.0,1.0,0.0,12.0,24.0,16672.0,0.0,51.0,20800,6483,Other,Few
700,4.0,14.0,Lux,Side.blue,19.0,954.0,3076.0,954.0,6.0,3.5,2.0,13.0,34.0,16982.0,1.0,92.0,33789,9364,Other,Few
701,14.0,4.0,Nautilus,Side.red,12.0,112.0,777.0,112.0,6.0,2.0,0.0,10.0,31.0,11023.0,0.0,35.0,22258,5421,TopLane_Jungle,Few
702,14.0,4.0,Lux,Side.blue,16.0,2662.0,4815.0,,4.0,7.0,12.0,15.0,35.0,11996.0,3.0,67.0,60614,13622,Other,Few
703,4.0,3.0,Yasuo,Side.blue,5.0,148.0,3642.0,148.0,8.0,0.875,2.0,14.0,10.0,19034.0,0.0,15.0,120595,10212,Other,Many
704,12.0,,Gwen,Side.red,,915.0,1046.0,915.0,5.0,1.0,5.0,11.0,2.0,17896.0,0.0,15.0,62087,6778,TopLane_Jungle,Many
705,4.0,6.0,Vayne,Side.red,1.0,1427.0,1427.0,1427.0,5.0,,0.0,10.0,6.0,9416.0,,7.0,40469,4794,TopLane_Jungle,Many
706,4.0,11.0,Graves,,4.0,4037.0,37004.0,4037.0,7.0,2.142857142857143,11.0,15.0,19.0,31766.0,4.0,43.0,208285,15538,TopLane_Jungle,Few
707,3.0,4.0,Alistar,Side.red,14.0,0.0,0.0,0.0,3.0,,1.0,10.0,42.0,12011.0,0.0,47.0,17744,6118,Other,Few
708,4.0,11.0,Nunu,Side.blue,10.0,1514.0,20595.0,1514.0,0.0,13.0,3.0,11.0,18.0,17194.0,3.0,15.0,92601,7444,TopLane_Jungle,Few
709,11.0,4.0,Graves,Side.red,7.0,178.0,8847.0,,11.0,1.181818181818182,6.0,11.0,17.0,20953.0,1.0,18.0,102718,9927,TopLane_Jungle,Few
710,14.0,4.0,Rakan,Side.red,4.0,344.0,595.0,344.0,2.0,2.0,0.0,,7.0,5223.0,0.0,29.0,12592,3981,Other,Few
711,4.0,7.0,Cassiopeia,Side.blue,12.0,7227.0,20327.0,7227.0,4.0,5.0,8.0,15.0,27.0,18070.0,5.0,45.0,151007,14446,Other,Many
712,,14.0,Gwen,Side.blue,6.0,2234.0,4021.0,2234.0,5.0,1.4,1.0,10.0,3.0,12214.0,1.0,9.0,46906,5507,TopLane_Jungle,Many
713,11.0,4.0,Talon,Side.red,1.0,727.0,16015.0,727.0,4.0,1.75,6.0,,4.0,28493.0,1.0,32.0,163743,9799,TopLane_Jungle,Few
714,11.0,6.0,,Side.red,4.0,1947.0,6295.0,1947.0,7.0,1.1428571428571428,4.0,12.0,15.0,32256.0,1.0,28.0,116452,8317,TopLane_Jungle,Few
715,4.0,14.0,Lulu,Side.red,5.0,126.0,126.0,126.0,6.0,1.3333333333333333,3.0,7.0,15.0,9435.0,0.0,25.0,8287,4867,Other,Few
716,14.0,4.0,Yasuo,Side.red,11.0,,33781.0,3591.0,11.0,1.5454545454545454,6.0,18.0,20.0,34403.0,0.0,37.0,245689,16368,Other,Many
717,4.0,3.0,Jhin,Side.red,5.0,506.0,665.0,506.0,2.0,4.0,3.0,11.0,17.0,6924.0,0.0,20.0,91594,8170,Other,Many
718,7.0,4.0,Jhin,Side.red,1.0,1360.0,1360.0,1360.0,,1.4285714285714286,9.0,,14.0,19457.0,,18.0,117664,11419,Other,Many
719,1.0,4.0,Ezreal,Side.red,6.0,2662.0,7978.0,2662.0,6.0,,2.0,15.0,0.0,16132.0,1.0,19.0,145030,10947,Other,Many
720,12.0,4.0,Vex,Side.red,12.0,1259.0,1849.0,1259.0,5.0,3.6,6.0,12.0,31.0,10988.0,0.0,18.0,71316,8803,Other,Many
721,7.0,4.0,Ezreal,Side.red,9.0,11819.0,19679.0,11819.0,7.0,2.142857142857143,6.0,15.0,1.0,19324.0,5.0,9.0,190790,14195,Other,Many
722,12.0,4.0,Sylas,Side.blue,1.0,0.0,0.0,0.0,7.0,0.4285714285714285,2.0,11.0,10.0,21998.0,0.0,15.0,46706,5695,Other,Many
723,14.0,4.0,Renekton,Side.red,10.0,2706.0,4298.0,2706.0,2.0,8.0,6.0,14.0,20.0,26806.0,,26.0,97823,10608,Other,Many
724,4.0,11.0,Talon,Side.blue,3.0,0.0,1065.0,,4.0,,5.0,10.0,3.0,14984.0,0.0,13.0,75283,7183,TopLane_Jungle,Few
725,4.0,11.0,Volibear,Side.red,13.0,0.0,21671.0,0.0,9.0,2.2222222222222223,7.0,16.0,21.0,47429.0,1.0,33.0,149664,12610,TopLane_Jungle,Few
726,4.0,1.0,Draven,Side.red,,9093.0,9093.0,9093.0,3.0,6.333333333333332,12.0,10.0,5.0,9319.0,2.0,9.0,108084,13412,Other,Many
727,,4.0,TwistedFate,Side.blue,5.0,3627.0,4254.0,3627.0,7.0,0.8571428571428571,1.0,14.0,,20932.0,2.0,23.0,128369,10221,Other,Many
728,14.0,3.0,Yuumi,Side.blue,23.0,1273.0,3341.0,1273.0,1.0,24.0,1.0,11.0,13.0,2401.0,0.0,51.0,14590,7285,TopLane_Jungle,Few
729,14.0,12.0,Gwen,Side.blue,5.0,16522.0,23327.0,16522.0,3.0,5.333333333333333,11.0,15.0,4.0,22089.0,4.0,21.0,153348,14719,TopLane_Jungle,Many
730,12.0,4.0,Sylas,Side.red,7.0,357.0,1424.0,357.0,8.0,1.125,2.0,12.0,25.0,24148.0,0.0,13.0,73763,7271,Other,Many
731,12.0,4.0,Zoe,Side.blue,4.0,1747.0,3908.0,1747.0,6.0,1.3333333333333333,4.0,14.0,32.0,15392.0,0.0,55.0,156844,11356,Other,Many
732,11.0,4.0,Nidalee,Side.blue,8.0,2099.0,15928.0,2099.0,0.0,23.0,15.0,13.0,5.0,17630.0,2.0,21.0,132067,12222,TopLane_Jungle,Few
733,3.0,4.0,Lucian,Side.red,4.0,3739.0,6010.0,3739.0,3.0,2.6666666666666665,4.0,14.0,2.0,13871.0,1.0,38.0,178206,12464,Other,Many
734,14.0,3.0,Yuumi,Side.red,24.0,,1701.0,626.0,2.0,13.5,3.0,11.0,16.0,4342.0,0.0,45.0,14782,7842,Other,Few
735,4.0,12.0,Vex,Side.red,4.0,311.0,360.0,311.0,4.0,1.25,1.0,12.0,24.0,11708.0,0.0,12.0,85891,7140,Other,Many
736,4.0,11.0,Graves,Side.blue,6.0,3152.0,22731.0,3152.0,2.0,7.0,8.0,12.0,6.0,8628.0,1.0,12.0,117421,9925,TopLane_Jungle,Few
737,7.0,4.0,Caitlyn,Side.blue,2.0,,7875.0,7649.0,7.0,1.5714285714285714,9.0,15.0,29.0,22475.0,2.0,37.0,197990,15116,Other,Many
738,3.0,4.0,Thresh,Side.blue,9.0,329.0,1467.0,,4.0,3.0,3.0,12.0,18.0,12328.0,0.0,55.0,18321,7472,Other,Few
739,4.0,14.0,Blitzcrank,Side.blue,8.0,491.0,1244.0,491.0,2.0,5.5,3.0,12.0,25.0,11690.0,1.0,67.0,17321,6855,Other,Few
740,12.0,,Kennen,Side.red,,105.0,1440.0,105.0,9.0,0.6666666666666666,4.0,12.0,13.0,18370.0,0.0,18.0,51481,7919,TopLane_Jungle,Many
741,12.0,,,Side.blue,4.0,2667.0,2667.0,2667.0,2.0,3.5,3.0,14.0,16.0,12562.0,0.0,21.0,94636,9433,Other,Many
742,11.0,4.0,Viego,,6.0,4066.0,27704.0,4066.0,5.0,3.0,9.0,16.0,26.0,47244.0,2.0,59.0,181121,15402,TopLane_Jungle,Few
743,4.0,11.0,Nidalee,Side.blue,4.0,1508.0,,1508.0,0.0,14.0,10.0,12.0,2.0,,,20.0,117670,9599,TopLane_Jungle,Few
744,7.0,4.0,Aphelios,Side.red,2.0,1481.0,1481.0,,8.0,0.5,2.0,8.0,7.0,10105.0,0.0,4.0,41029,5632,Other,Many
745,4.0,7.0,Caitlyn,Side.blue,3.0,4485.0,6710.0,4485.0,5.0,1.4,4.0,11.0,11.0,7678.0,0.0,26.0,89712,9004,Other,Many
746,4.0,12.0,Jax,Side.blue,3.0,9317.0,9370.0,9317.0,5.0,1.2,3.0,15.0,15.0,17241.0,3.0,11.0,146683,11431,TopLane_Jungle,Many
747,3.0,4.0,Aphelios,Side.red,5.0,11718.0,21411.0,11718.0,3.0,5.333333333333333,11.0,14.0,11.0,12550.0,3.0,23.0,134617,12979,Other,Many
748,4.0,12.0,Irelia,Side.blue,5.0,1697.0,1697.0,1697.0,8.0,1.0,3.0,13.0,7.0,22169.0,1.0,18.0,97117,9191,TopLane_Jungle,Many
749,4.0,12.0,Irelia,Side.blue,5.0,553.0,3754.0,553.0,12.0,0.5833333333333334,2.0,15.0,9.0,38341.0,0.0,16.0,137276,10928,TopLane_Jungle,Many
750,4.0,7.0,Caitlyn,,4.0,7756.0,7756.0,7756.0,0.0,14.0,10.0,12.0,4.0,6727.0,3.0,18.0,101733,11001,Other,Many
751,11.0,4.0,LeeSin,Side.red,2.0,692.0,20797.0,692.0,3.0,1.6666666666666667,3.0,10.0,8.0,18086.0,0.0,,83960,5935,TopLane_Jungle,Few
752,12.0,4.0,Yone,Side.red,6.0,4496.0,,4496.0,4.0,3.25,7.0,16.0,21.0,21779.0,2.0,17.0,197958,13555,Other,Many
